block,uncles_zero,uncles_one,uncles_two,difficulty_median,difficulty_mean,difficulty_p1,difficulty_p5,difficulty_p25,difficulty_p50,difficulty_p75,difficulty_p95,difficulty_p99,timedelta_median,timedelta_mean,timedelta_p1,timedelta_p5,timedelta_p25,timedelta_p50,timedelta_p75,timedelta_p95,timedelta_p99,block_timestamp_date,block_timestamp_time
6170000,9583,405,12,1.72934496888284e+14,1.7241930178888928e+14,1.63554794824238e+14,1.644445581707e+14,1.70189933959923e+14,1.72934476272883e+14,1.75295002000868e+14,1.78329593591584e+14,1.79394254298834e+14,10,14.1959,1,1,4,10,19,42,62,2018-07-13,01:24:19
6180000,9548,423,29,1.756921955891445e+14,1.757175638505994e+14,1.69263450568878e+14,1.70272572153242e+14,1.73229335181124e+14,1.75692007050909e+14,1.78530319219862e+14,1.80839487575841e+14,1.81367947654159e+14,10,14.2953,1,1,5,10,20,42,64,2018-07-14,17:06:52
6190000,9593,381,26,1.72581261487305e+14,1.7193064012736012e+14,1.65196027129995e+14,1.66904640228744e+14,1.70382964684587e+14,1.72581261487305e+14,1.7386886473694e+14,1.75229285528812e+14,1.7591083231814e+14,10,14.1332,1,1,4,10,19,42,64,2018-07-16,08:22:24
6200000,9571,418,11,1.677973339247005e+14,1.6790835273394816e+14,1.64009663920908e+14,1.64858078091934e+14,1.66608911804052e+14,1.67796505379605e+14,1.69141714983409e+14,1.7119204536383e+14,1.74245014642923e+14,10,14.1938,1,1,4,10,20,41,63,2018-07-17,23:48:02
6210000,9545,437,18,1.688211817170385e+14,1.6900085042710544e+14,1.64912064714331e+14,1.6601216283959e+14,1.67776322589629e+14,1.68821060888006e+14,1.69989630662563e+14,1.72719091955334e+14,1.74320500027035e+14,10,14.1683,1,1,4,10,20,41,62,2018-07-19,15:09:25
6220000,9537,441,22,1.7449449036734e+14,1.752164544311299e+14,1.68591249735539e+14,1.69571871580756e+14,1.72400540107194e+14,1.744924250543e+14,1.78153556734016e+14,1.81692248742772e+14,1.82658230576146e+14,10,14.1336,1,1,4,10,19,41,62,2018-07-21,06:25:01
6230000,9553,433,14,1.698013369754215e+14,1.6964963149223356e+14,1.66067275028136e+14,1.66716488680874e+14,1.68477440270292e+14,1.69801235746144e+14,1.70750254897048e+14,1.72246335948564e+14,1.73090926318345e+14,10,14.1829,1,1,4,10,20,42,62,2018-07-22,21:48:50
6240000,9525,453,22,1.71370052129627e+14,1.7222837454107125e+14,1.65287866309485e+14,1.67723175100723e+14,1.69782380651045e+14,1.71370052129627e+14,1.74875497020108e+14,1.78816746281653e+14,1.80029094689924e+14,10,14.1864,1,1,4,10,19,41,63,2018-07-24,13:13:14
6250000,9604,382,14,1.72735678273469e+14,1.736112077297607e+14,1.67144722885854e+14,1.67807805366466e+14,1.70131828353354e+14,1.72735657681769e+14,1.77013915355685e+14,1.80628378546186e+14,1.81321452265953e+14,10,14.2451,1,1,5,10,19,42,64,2018-07-26,04:47:25
6260000,9587,398,15,1.6853530496824e+14,1.6814864532908247e+14,1.63148728998247e+14,1.64038194973201e+14,1.65996454609177e+14,1.68534145400968e+14,1.70073894025913e+14,1.71860503990358e+14,1.72422991037337e+14,10,14.1427,1,1,5,10,19,41,62,2018-07-27,20:04:32
6270000,9590,396,14,1.71675712818328e+14,1.719760515025071e+14,1.67196212666604e+14,1.6834512113616e+14,1.70423463705744e+14,1.71675692352986e+14,1.73314568730086e+14,1.76429423348825e+14,1.77810671654975e+14,10,14.1516,1,1,4,10,19,42,63,2018-07-29,11:23:08
6280000,9571,413,16,1.73169675138948e+14,1.73869246194273e+14,1.68351140715137e+14,1.69115233587521e+14,1.71160067337865e+14,1.73169675138948e+14,1.76348530018009e+14,1.80216088245827e+14,1.80926313687689e+14,10,14.1164,1,1,4,10,19,41,63,2018-07-31,02:35:52
6290000,9568,409,23,1.81012507418078e+14,1.8003664864468072e+14,1.71025026988458e+14,1.72024568822688e+14,1.76930072267175e+14,1.81012507418078e+14,1.8346767907249e+14,1.86061893330427e+14,1.88024672650703e+14,10,14.1697,1,1,5,10,20,40,61,2018-08-01,17:57:29
6300000,9546,440,14,1.77615255271918e+14,1.7663919367362962e+14,1.67717689199067e+14,1.68728336633924e+14,1.74544884500831e+14,1.77614937256752e+14,1.79419383355821e+14,1.81428781543973e+14,1.82166754098127e+14,10,14.3424,1,1,5,10,19,42,62,2018-08-03,09:47:53
6310000,9571,408,21,1.853809820454585e+14,1.8253452214865678e+14,1.66382480477539e+14,1.67434887194594e+14,1.74980422880125e+14,1.85380650125977e+14,1.89678251783692e+14,1.9339791515989e+14,1.949913505798e+14,10,13.9159,1,1,4,10,19,41,62,2018-08-05,00:27:12
6320000,9523,454,23,1.95818143647512e+14,1.9738829361982903e+14,1.88522486211042e+14,1.89714979885001e+14,1.92140785138759e+14,1.95818120304167e+14,2.0279609596103e+14,2.06148425436528e+14,2.08236533957664e+14,10,14.0078,1,1,4,10,19,41,61,2018-08-06,15:21:50
6330000,9519,451,30,2.218548890284315e+14,2.212496248771835e+14,2.08327921074177e+14,2.11321352186782e+14,2.15766876789432e+14,2.21854862581265e+14,2.26641427473914e+14,2.29943122138944e+14,2.30940068686468e+14,10,14.1662,1,1,5,10,19,41,63,2018-08-08,06:42:52
6340000,9514,458,28,2.05815846923525e+14,2.057950321800826e+14,1.94625741298009e+14,1.95968981559568e+14,2.03177799859833e+14,2.05815846923525e+14,2.10084979426709e+14,2.13048773352148e+14,2.14155622093911e+14,10,14.3343,1,1,5,10,20,41,65,2018-08-09,22:31:55
6350000,9518,461,21,2.00062189535559e+14,2.0009669386674162e+14,1.92827504725303e+14,1.93580455704211e+14,1.97370516512362e+14,2.0006214183701e+14,2.02675360362353e+14,2.05944358636227e+14,2.07414352974561e+14,10,14.2056,1,1,5,10,20,41,64,2018-08-11,13:59:31
6360000,9466,487,47,1.95112824120485e+14,1.958257225079168e+14,1.89465155343966e+14,1.90295624502462e+14,1.92956755684141e+14,1.95112824120485e+14,1.98097499795382e+14,2.03960790058017e+14,2.05056955806883e+14,10,14.2522,1,1,4,10,20,41,64,2018-08-13,05:34:53
6370000,9608,373,19,1.984872497720675e+14,1.987047109781252e+14,1.90514689513008e+14,1.92773897070404e+14,1.96928473436296e+14,1.98486777305208e+14,2.00875141224871e+14,2.04284406493923e+14,2.05676094009459e+14,10,14.1546,1,1,4,10,19,41,63,2018-08-14,20:53:59
6380000,9635,340,25,1.99600275785961e+14,2.0366042294926794e+14,1.92680359102699e+14,1.94427413741146e+14,1.97411555407807e+14,1.99600180585868e+14,2.13917911662689e+14,2.21173437734439e+14,2.22929673031781e+14,10,13.9464,1,1,4,10,19,41,65,2018-08-16,11:38:23
6390000,9608,371,21,2.166961923050795e+14,2.1651160701468647e+14,2.07177466678399e+14,2.083237771222e+14,2.11421011131208e+14,2.16695873207812e+14,2.20522891557134e+14,2.25501243212494e+14,2.27027341144624e+14,10,14.1554,1,1,4,10,20,41,63,2018-08-18,02:57:37
6400000,9593,391,16,2.111215277432225e+14,2.1173988080272222e+14,2.06055798323127e+14,2.07282441914329e+14,2.09536710131533e+14,2.11121502575572e+14,2.13774410225453e+14,2.18043785883429e+14,2.19985640859574e+14,10,14.2568,1,1,4,10,20,42,63,2018-08-19,18:33:45
6410000,9613,364,23,2.09026321350268e+14,2.087226439454744e+14,2.01914346801215e+14,2.04127767321113e+14,2.07283270672545e+14,2.09026321350268e+14,2.10326252671134e+14,2.12626793098233e+14,2.14390895975155e+14,10,14.137,1,1,4,10,20,41,63,2018-08-21,09:49:55
6420000,9666,322,12,2.13381551352964e+14,2.1326762954115178e+14,2.07859370801956e+14,2.08774003905168e+14,2.11452781482903e+14,2.13381245958979e+14,2.14868778479579e+14,2.17795579825186e+14,2.18774750450306e+14,10,14.1695,1,1,4,10,19,42,66,2018-08-23,01:11:30
6430000,9644,340,16,2.06084132773075e+14,2.0639904332371166e+14,1.99929210106583e+14,2.01048085780054e+14,2.0359447264136e+14,2.06084108205929e+14,2.08712831191221e+14,2.12994209752612e+14,2.13931692454943e+14,10,14.1358,1,1,4,10,19,41,64,2018-08-24,16:27:28
6440000,9619,367,14,2.107797154791e+14,2.1053082716544094e+14,2.0343309056548e+14,2.04723173035531e+14,2.08419124562346e+14,2.10779690352197e+14,2.1303837768643e+14,2.154091548423e+14,2.16141763184806e+14,10,14.1791,1,1,4,10,20,42,61,2018-08-26,07:50:39
6450000,9611,370,19,2.12706539004952e+14,2.136596551165945e+14,2.07567071086389e+14,2.08365641482366e+14,2.10184838817661e+14,2.12706539004952e+14,2.16486738582199e+14,2.21455506688041e+14,2.24253806723458e+14,10,14.1461,1,1,4,10,19,42,63,2018-08-27,23:08:20
6460000,9633,350,17,2.08636258981435e+14,2.0879853554673828e+14,2.04160269579467e+14,2.05126644847599e+14,2.07327583868633e+14,2.08636258981435e+14,2.10091752563259e+14,2.13183732307795e+14,2.1666566493107e+14,10,14.2085,1,1,4,10,20,42,63,2018-08-29,14:36:25
6470000,9707,279,14,2.09916370026352e+14,2.100276815976898e+14,2.047275712172e+14,2.0593631771117e+14,2.08576111862467e+14,2.0991635217693e+14,2.11418335328278e+14,2.14569069545712e+14,2.163749007931e+14,10,14.1792,1,1,4,10,19,42,64,2018-08-31,05:59:37
6480000,9672,317,11,2.093046145504595e+14,2.0931301434793478e+14,2.04278957480147e+14,2.05593781801031e+14,2.08164202619355e+14,2.09304014846001e+14,2.10640290989547e+14,2.12717946128602e+14,2.13423922407694e+14,10,14.1962,1,1,4,10,19,42,65,2018-09-01,21:25:39
6490000,9668,321,11,2.0528020302046e+14,2.0772200963228644e+14,1.96833778391762e+14,1.98364454818611e+14,2.02715475214595e+14,2.05279786529355e+14,2.13752716473695e+14,2.21885747355292e+14,2.22769247846398e+14,10,14.0501,1,1,4,10,19,41,63,2018-09-03,12:27:20
6500000,9674,314,12,2.230203809800975e+14,2.2353773742998675e+14,2.13171891910539e+14,2.15280900366752e+14,2.20971550921845e+14,2.23020354393993e+14,2.2657834946362e+14,2.30098818952849e+14,2.3157098630893e+14,10,14.1444,1,1,4,10,19,42,63,2018-09-05,03:44:44
6510000,9690,298,12,2.228582232946535e+14,2.2315060086546612e+14,2.16680948077349e+14,2.17816306682735e+14,2.20359479526211e+14,2.2285819672788e+14,2.25673737484267e+14,2.30089997871841e+14,2.31492795995985e+14,10,14.1407,1,1,4,10,19,42,65,2018-09-06,19:01:31
6520000,9707,285,8,2.347885108609015e+14,2.34243720733229e+14,2.26041449498469e+14,2.27464596158433e+14,2.30422957914063e+14,2.34788314828625e+14,2.37729592601381e+14,2.4005560186581e+14,2.40885358206293e+14,10,14.0849,1,1,4,10,19,41,61,2018-09-08,10:09:00
6530000,9664,331,5,2.41305523055545e+14,2.4119264991626416e+14,2.34360728845082e+14,2.3603361091011e+14,2.39433449620761e+14,2.41304572656078e+14,2.43265945047577e+14,2.45657385311899e+14,2.46516945835552e+14,10,14.0492,1,1,4,10,19,42,63,2018-09-10,01:10:32
6540000,9665,326,9,2.460615457189265e+14,2.4517497601526675e+14,2.35818987611291e+14,2.37945208854544e+14,2.41377595422983e+14,2.46061405554697e+14,2.48569246761193e+14,2.52568828777804e+14,2.55157506005641e+14,10,14.168,1,1,4,10,19,43,65,2018-09-11,16:31:52
6550000,9655,339,6,2.451568605408095e+14,2.4399790776032322e+14,2.29143219444556e+14,2.32197535862133e+14,2.40244886928888e+14,2.45156831315831e+14,2.47938985602645e+14,2.52121810535874e+14,2.54221358175585e+14,10,14.2935,1,1,4,10,20,42,63,2018-09-13,08:14:07
6560000,9678,313,9,2.23081983196223e+14,2.2352153641557647e+14,2.11328664852692e+14,2.13656504180127e+14,2.18351399586624e+14,2.23081717131759e+14,2.28262591358325e+14,2.34087746884253e+14,2.36901962551508e+14,10,14.378,1,1,4,10,19,43,66,2018-09-15,00:10:27
6570000,9677,313,10,2.17952717692051e+14,2.179093369615397e+14,2.10027374810953e+14,2.11165970077809e+14,2.14706371631485e+14,2.17952665728068e+14,2.21041020852663e+14,2.24240406492562e+14,2.25655972617251e+14,10,14.1512,1,1,4,10,19,42,64,2018-09-16,15:28:59
6580000,9681,310,9,2.17926107005877e+14,2.1818348845852e+14,2.10216025784476e+14,2.11693510920101e+14,2.1498458740037e+14,2.17926107005877e+14,2.20874899435873e+14,2.25188221687398e+14,2.27305454012282e+14,10,14.0782,1,1,4,10,19,41,62,2018-09-18,06:35:21
6590000,9680,312,8,2.16001366747574e+14,2.165889491290471e+14,2.10234633855049e+14,2.10985050908497e+14,2.13055823355995e+14,2.16001366747574e+14,2.20407776197642e+14,2.23056204619212e+14,2.25591803755288e+14,10,14.3283,1,1,4,10,20,42,66,2018-09-19,22:23:24
6600000,9663,327,10,2.129866016165895e+14,2.116509670403787e+14,2.03644458950371e+14,2.04283963298708e+14,2.07350020010542e+14,2.12978345288009e+14,2.15035074716657e+14,2.17413020804924e+14,2.18486174911987e+14,10,14.2244,1,1,4,10,19,42,65,2018-09-21,13:54:08
6610000,9682,307,11,2.085304296476955e+14,2.0887747768006747e+14,2.02549831941966e+14,2.03311299822841e+14,2.05666104148877e+14,2.08530404788928e+14,2.12185183138667e+14,2.14691439723774e+14,2.16392481497207e+14,10,14.0974,1,1,4,10,19,42,64,2018-09-23,05:03:42
6620000,9661,323,16,2.07059579634964e+14,2.0722465521809862e+14,2.02574700616315e+14,2.03594751936395e+14,2.0536781993822e+14,2.07059579634964e+14,2.08966741463726e+14,2.11242526020119e+14,2.12065866334946e+14,10,14.1672,1,1,4,10,19,42,64,2018-09-24,20:24:54
6630000,9665,326,9,2.14916719150448e+14,2.1426682266983622e+14,2.06358461407225e+14,2.07319446466319e+14,2.10094907271923e+14,2.14916719150448e+14,2.17404575147977e+14,2.21682724943412e+14,2.22662645898696e+14,10,14.0573,1,1,4,10,19,41,64,2018-09-26,11:27:47
6640000,9694,297,9,2.20050809061663e+14,2.2026981842217372e+14,2.14286597094712e+14,2.16172088307912e+14,2.18447092138144e+14,2.20050809061663e+14,2.22109948654055e+14,2.25088697199235e+14,2.26327083968387e+14,10,14.1545,1,1,4,10,19,42,65,2018-09-28,02:46:52
6650000,9690,303,7,2.20137675768064e+14,2.1984423323346638e+14,2.11110530507848e+14,2.12968431483786e+14,2.17549453245457e+14,2.20134571938698e+14,2.227013556543e+14,2.24811537101175e+14,2.27004881535701e+14,10,14.1725,1,1,4,10,20,42,65,2018-09-29,18:08:57
6660000,9685,306,9,2.1886955089366e+14,2.1768897955577903e+14,2.05928762657617e+14,2.07528818627316e+14,2.1455533132989e+14,2.1886955089366e+14,2.21493450760844e+14,2.23631862333363e+14,2.25173765845906e+14,10,14.2716,1,1,4,10,19,42,65,2018-10-01,09:47:33
6670000,9690,296,14,2.11186140220531e+14,2.1090586495183066e+14,2.02860445872104e+14,2.04453682342038e+14,2.07828864597001e+14,2.11186140220531e+14,2.13937847526308e+14,2.16861039437491e+14,2.18588032396067e+14,10,14.1318,1,1,4,10,19,42,64,2018-10-03,01:02:51
6680000,9682,309,9,2.14133923342682e+14,2.1414038649147025e+14,2.09710357155188e+14,2.10726712079922e+14,2.12474238668839e+14,2.14133923342682e+14,2.15688467946856e+14,2.17700150631528e+14,2.18655685771084e+14,10,14.1804,1,1,4,10,20,41,64,2018-10-04,16:26:15
6690000,9674,317,9,2.1255301603211e+14,2.1249638406140075e+14,2.04464248234053e+14,2.05553648951079e+14,2.09101777380563e+14,2.1255301603211e+14,2.15781108164102e+14,2.18387150389539e+14,2.20606539785046e+14,10,14.2476,1,1,4,10,19,42,66,2018-10-06,08:00:51
6700000,9717,273,10,2.0896845358044e+14,2.087841479198299e+14,2.0362833668569e+14,2.04420976169074e+14,2.0668736630547e+14,2.08967630738221e+14,2.10663337971823e+14,2.13096028290038e+14,2.14884947554955e+14,10,14.1027,1,1,4,10,19,41,63,2018-10-07,23:11:18
6710000,9707,283,10,2.115789742782175e+14,2.112525199439739e+14,2.0437575226844e+14,2.05402225182676e+14,2.09480258990754e+14,2.11578780899495e+14,2.13379335398759e+14,2.1543156532322e+14,2.16379001679933e+14,10,14.139,1,1,4,10,19,42,63,2018-10-09,14:27:48
6720000,9668,320,12,2.097827387317105e+14,2.1064432073875253e+14,2.04028566242474e+14,2.05324528633059e+14,2.07874383305779e+14,2.09782163008249e+14,2.13292134678846e+14,2.17520021365376e+14,2.19679667094714e+14,10,14.1731,1,1,4,10,19,42,65,2018-10-11,05:49:59
6730000,9697,292,11,2.083351791324875e+14,2.0844559698635088e+14,2.01509252961529e+14,2.04679047914101e+14,2.06767503241085e+14,2.08334046609525e+14,2.10302622831118e+14,2.12473774476203e+14,2.14142731333547e+14,10,14.1631,1,1,4,10,19,42,64,2018-10-12,21:10:30
6740000,9720,275,5,2.02094600957772e+14,2.0193011026330938e+14,1.95977763599188e+14,1.97032059253776e+14,2.00032394776463e+14,2.02094600957772e+14,2.04179702385932e+14,2.05726118745226e+14,2.06459211016258e+14,10,14.2076,1,1,4,10,19,42,64,2018-10-14,12:38:26
6750000,9733,262,5,2.014447103066375e+14,2.02683304421273e+14,1.95884352195489e+14,1.97018786177242e+14,1.99196877959802e+14,2.01444686292554e+14,2.06673465610698e+14,2.10363111745036e+14,2.11609980669135e+14,10,14.1955,1,1,4,10,20,41,65,2018-10-16,04:04:21
6760000,9738,254,8,1.98542576192084e+14,1.984297184075653e+14,1.94155639668312e+14,1.94935434475311e+14,1.96686158463822e+14,1.98542410468968e+14,1.99819792434911e+14,2.02258095104494e+14,2.04263582495516e+14,10,14.1822,1,1,4,10,20,41,65,2018-10-17,19:28:03
6770000,9705,282,13,2.008188107039265e+14,2.0075489005749222e+14,1.95725417684625e+14,1.96495262231551e+14,1.98823760911314e+14,2.00818690983178e+14,2.02868922175423e+14,2.04557535471261e+14,2.0567187819918e+14,10,14.1819,1,1,4,10,19,42,63,2018-10-19,10:51:42
6780000,9697,292,11,1.98590155449699e+14,1.987240336632165e+14,1.91383904839514e+14,1.92846519650513e+14,1.9596666448422e+14,1.98590155449699e+14,2.00590866239706e+14,2.06835693020147e+14,2.09367551125854e+14,10,14.2409,1,1,4,10,19,42,67,2018-10-21,02:25:11
6790000,9694,294,12,1.967215969219925e+14,1.968043294919822e+14,1.91570677863977e+14,1.92677179233771e+14,1.94204969078928e+14,1.96721291806143e+14,1.98867783442263e+14,2.01399318527132e+14,2.05108192460834e+14,10,14.1219,1,1,4,10,19,41,67,2018-10-22,17:38:50
6800000,9721,268,11,1.998835964546425e+14,1.9986354926892484e+14,1.95419230331957e+14,1.96564109288462e+14,1.98439071165752e+14,1.99883453393556e+14,2.01349213734053e+14,2.03116889429611e+14,2.03910601928354e+14,10,14.2376,1,1,4,10,20,41,65,2018-10-24,09:11:46
6810000,9677,310,13,1.96989210115049e+14,1.971578926476139e+14,1.91758286146917e+14,1.92410491085807e+14,1.94930572871029e+14,1.96989139666209e+14,1.99070672133094e+14,2.02760869951095e+14,2.03382608821191e+14,10,14.1717,1,1,4,10,19,42,67,2018-10-26,00:33:43
6820000,9707,283,10,1.9329734339881e+14,1.9327858624203138e+14,1.86244233854128e+14,1.88354307392769e+14,1.91453978011749e+14,1.93297258838048e+14,1.9543930752847e+14,1.9747801867309e+14,1.98434395844622e+14,10,14.1565,1,1,4,10,20,42,63,2018-10-27,15:53:08
6830000,9743,249,8,1.91494858991048e+14,1.9145265141289325e+14,1.84578790794718e+14,1.86212746652526e+14,1.89791145924991e+14,1.91494858679151e+14,1.93238438205255e+14,1.95404776579884e+14,1.98254460515768e+14,10,14.2583,1,1,4,10,20,42,63,2018-10-29,07:29:31
6840000,9715,276,9,1.885172634314745e+14,1.8849939417031606e+14,1.82314508346926e+14,1.84919924447054e+14,1.87040562998556e+14,1.88516804610771e+14,1.90023127912235e+14,1.92241973229844e+14,1.93053912083086e+14,10,14.1448,1,1,4,10,19,42,63,2018-10-30,22:46:59
6850000,9692,300,8,1.88183429776554e+14,1.8782628564173656e+14,1.80155863621102e+14,1.81310536667745e+14,1.85097881796139e+14,1.88183429776554e+14,1.90018737122431e+14,1.93924400566026e+14,1.98027361510383e+14,10,14.1623,1,1,4,10,19,42,64,2018-11-01,14:07:22
6860000,9687,302,11,1.82402933632116e+14,1.843786931423719e+14,1.73765690075824e+14,1.75381236188583e+14,1.79050588313408e+14,1.82402933632116e+14,1.91486403365271e+14,1.96081163172617e+14,1.97583253755554e+14,10,14.2995,1,1,4,10,20,42,65,2018-11-03,05:50:37
6870000,9705,285,10,1.81065369873024e+14,1.810006198514184e+14,1.74031568829338e+14,1.75632693599115e+14,1.78642059703007e+14,1.81065369873024e+14,1.82959934137219e+14,1.86751889099628e+14,1.88108899947325e+14,10,14.075,1,1,4,10,19,42,63,2018-11-04,20:56:27
6880000,9731,258,11,1.80300884167647e+14,1.801360567577462e+14,1.75836756264908e+14,1.76435274654543e+14,1.78532122530691e+14,1.80300819687019e+14,1.81481580701738e+14,1.83797789659067e+14,1.85045852172538e+14,10,14.2156,1,1,4,10,19,41,62,2018-11-06,12:25:43
6890000,9718,273,9,1.78395740913141e+14,1.7824561497505766e+14,1.71868347507369e+14,1.73564621834584e+14,1.76604824799527e+14,1.78395677093062e+14,1.79920588145646e+14,1.83019472064735e+14,1.84259080285949e+14,10,14.1788,1,1,4,10,19,41,63,2018-11-08,03:48:51
6900000,9703,285,12,1.7882088250455e+14,1.788018225766579e+14,1.74084141506724e+14,1.74921216683469e+14,1.77635106949317e+14,1.78820878498644e+14,1.80247385139606e+14,1.81846905454284e+14,1.82597284408522e+14,10,14.1293,1,1,4,10,19,42,64,2018-11-09,19:03:44
6910000,9690,299,11,1.806747546213575e+14,1.8115576843438384e+14,1.75280072231327e+14,1.7630784753008e+14,1.78668944313544e+14,1.80674568410968e+14,1.83054437979535e+14,1.88210649931038e+14,1.89783757428315e+14,10,14.1552,1,1,4,10,19,42,65,2018-11-11,10:22:56
6920000,9717,276,7,1.77185558538244e+14,1.770099182373588e+14,1.69822123357584e+14,1.70569667867702e+14,1.74479430543736e+14,1.77185537416077e+14,1.79794771107684e+14,1.82183630913725e+14,1.84437270290189e+14,10,14.2493,1,1,4,10,20,42,64,2018-11-13,01:57:49
6930000,9745,248,7,1.76524402679329e+14,1.762928669771892e+14,1.70487724258503e+14,1.71943631902948e+14,1.74974153248918e+14,1.76523779213297e+14,1.77800388956938e+14,1.79751403568222e+14,1.80975395563001e+14,10,14.1173,1,1,4,10,19,42,64,2018-11-14,17:10:42
6940000,9676,317,7,1.759837404286e+14,1.7633850060260894e+14,1.6766625649237e+14,1.68719898147533e+14,1.72868383435378e+14,1.75983614473166e+14,1.80102362860785e+14,1.82960101360339e+14,1.83859773021025e+14,10,14.2718,1,1,4,10,19,41,64,2018-11-16,08:49:20
6950000,9711,280,9,1.715799959488715e+14,1.7260597876417397e+14,1.66531239494083e+14,1.67518955802997e+14,1.69069816923902e+14,1.71579852691363e+14,1.76313483471905e+14,1.79664937005797e+14,1.81269196765955e+14,10,14.1217,1,1,4,10,19,42,65,2018-11-18,00:02:57
6960000,9691,300,9,1.690132092604395e+14,1.689146666090299e+14,1.61747718571547e+14,1.64949441217991e+14,1.6668005004909e+14,1.69013088756646e+14,1.70767733346896e+14,1.73494146741502e+14,1.75374932360889e+14,10,14.2774,1,1,4,10,20,41,63,2018-11-19,15:42:31
6970000,9705,282,13,1.62540209930668e+14,1.6182555235654266e+14,1.54830871688222e+14,1.56346644244959e+14,1.59292360797637e+14,1.62540209930668e+14,1.64363800494912e+14,1.6616318864989e+14,1.66808677836739e+14,10,14.1848,1,1,4,10,19,42,65,2018-11-21,07:06:39
6980000,9699,289,12,1.537023417655325e+14,1.5387642784457253e+14,1.48669626934673e+14,1.50103578963853e+14,1.51955525347935e+14,1.53701956360155e+14,1.55858056988237e+14,1.57759615951917e+14,1.59879838163675e+14,10,14.2899,1,1,4,10,19,42,66,2018-11-22,22:48:18
6990000,9663,323,14,1.525563583505395e+14,1.525032927415506e+14,1.47394876114269e+14,1.48196826981126e+14,1.51139747440088e+14,1.52556176311308e+14,1.53929873725892e+14,1.55996187073803e+14,1.57347153537283e+14,10,14.1827,1,1,4,10,20,41,67,2018-11-24,14:12:05
7000000,9676,312,12,1.46838072959913e+14,1.4691903305983834e+14,1.41976713498203e+14,1.42872601218762e+14,1.44317967021272e+14,1.46828000616657e+14,1.49085330347952e+14,1.51761196179252e+14,1.52719124656558e+14,10,14.3198,1,1,4,10,20,42,65,2018-11-26,05:58:43
7010000,9606,363,31,1.412098491806065e+14,1.4019339004928738e+14,1.30377932706554e+14,1.31714481794421e+14,1.37829170815556e+14,1.41209832347079e+14,1.43608810580558e+14,1.45227386910422e+14,1.46373032792623e+14,10,14.3557,1,1,4,10,20,42,67,2018-11-27,21:51:20
7020000,9645,333,22,1.33360624657671e+14,1.3370827637468186e+14,1.29530985274202e+14,1.30663795131846e+14,1.32315290916228e+14,1.33360624657671e+14,1.35026768696397e+14,1.37501166429173e+14,1.38151734758743e+14,10,14.1268,1,1,4,10,20,41,64,2018-11-29,13:05:48
7030000,9643,345,12,1.320822873888185e+14,1.3247580508948564e+14,1.27072515829205e+14,1.2824537564549e+14,1.30414258275243e+14,1.32082271643381e+14,1.34647675399038e+14,1.36923869830835e+14,1.39866915856155e+14,10,14.1284,1,1,4,10,19,41,63,2018-12-01,04:20:32
7040000,9638,349,13,1.33772292444744e+14,1.345325735730273e+14,1.29352827836687e+14,1.30172256762788e+14,1.32493394733826e+14,1.33772069016573e+14,1.36939815878847e+14,1.39908314019725e+14,1.41355681817235e+14,10,14.1769,1,1,5,10,20,41,64,2018-12-02,19:43:21
7050000,9675,304,21,1.401441041575075e+14,1.3947229222874827e+14,1.32363047175932e+14,1.32950584847455e+14,1.35642085657539e+14,1.40143285196976e+14,1.41785407053774e+14,1.48088800140921e+14,1.49606089498454e+14,10,14.3081,1,1,5,10,20,41,65,2018-12-04,11:28:02
7060000,9663,314,23,1.272983478679325e+14,1.2844983074408586e+14,1.22087653904195e+14,1.2287995143521e+14,1.25641056561038e+14,1.27298332692785e+14,1.32413130360743e+14,1.34233318611715e+14,1.35327672462684e+14,10,14.2947,1,1,4,10,20,42,63,2018-12-06,03:10:29
7070000,9682,299,19,1.25944776783606e+14,1.260384405096267e+14,1.21763742499923e+14,1.22264764818529e+14,1.24515058154607e+14,1.25944686686198e+14,1.27867580739068e+14,1.29311605699951e+14,1.30523691318661e+14,10,14.164,1,1,4,10,19,42,64,2018-12-07,18:31:09
7080000,9686,300,14,1.26158580510613e+14,1.2625291821765647e+14,1.22229632533792e+14,1.22988888550518e+14,1.25055288669779e+14,1.26158580510613e+14,1.27363378753193e+14,1.2988957962414e+14,1.32138901859977e+14,10,14.0914,1,1,4,10,19,42,62,2018-12-09,09:39:43
7090000,9656,323,21,1.260241731333585e+14,1.25789657003631e+14,1.21766687309067e+14,1.22296070104024e+14,1.24388749333437e+14,1.26023947681754e+14,1.27344206445973e+14,1.28606474347445e+14,1.29310478297443e+14,10,14.2277,1,1,4,10,20,42,63,2018-12-11,01:11:00
7100000,9697,287,16,1.269522979106675e+14,1.2783044875686681e+14,1.23576993571855e+14,1.2393033949199e+14,1.25410962034099e+14,1.26951676962112e+14,1.30347407076654e+14,1.32904733520716e+14,1.33866668220839e+14,10,14.0738,1,1,4,10,19,41,65,2018-12-12,16:16:38
7110000,9660,322,18,1.24632996552832e+14,1.2461700599931039e+14,1.18837475040993e+14,1.19893730502404e+14,1.23229954182639e+14,1.24632981695419e+14,1.25962953695636e+14,1.28131472275928e+14,1.32227410988474e+14,10,14.2362,1,1,4,10,20,42,65,2018-12-14,07:49:20
