block,uncles_zero,uncles_one,uncles_two,difficulty_median,difficulty_mean,difficulty_p1,difficulty_p5,difficulty_p25,difficulty_p50,difficulty_p75,difficulty_p95,difficulty_p99,timedelta_median,timedelta_mean,timedelta_p1,timedelta_p5,timedelta_p25,timedelta_p50,timedelta_p75,timedelta_p95,timedelta_p99,block_timestamp_date,block_timestamp_time
10040000,9584,398,18,1.28562310124092e+14,1.2935522665622408e+14,1.24447123053052e+14,1.25068975711252e+14,1.26756981339869e+14,1.28562310124092e+14,1.31993518288879e+14,1.3520171129347e+14,1.36109880574464e+14,9,13.1675,1,1,4,9,18,38,61,2020-03-23,09:05:50
10050000,9632,348,20,1.2846689849061e+14,1.2831951378113631e+14,1.24095296241023e+14,1.24856637483979e+14,1.26980666720145e+14,1.2846689849061e+14,1.29766520905762e+14,1.31101838290839e+14,1.31749960380038e+14,9,13.0223,1,1,4,9,18,39,59,2020-03-24,21:16:13
10060000,9579,399,22,1.27605437956487e+14,1.2796799003411898e+14,1.23893695286746e+14,1.25175691415008e+14,1.26501153054338e+14,1.27605415579329e+14,1.29239482367252e+14,1.31716579989446e+14,1.33578958298571e+14,9,13.2277,1,1,4,9,18,39,60,2020-03-26,10:00:50
10070000,9618,365,17,1.28753784837206e+14,1.2853449467904739e+14,1.2312883489017e+14,1.24470666959587e+14,1.27326370171441e+14,1.28753784837206e+14,1.29945027675731e+14,1.31489406028206e+14,1.32922463516856e+14,9,13.0478,1,1,4,9,18,38,59,2020-03-27,22:15:28
10080000,9599,382,19,1.286458771639865e+14,1.2886023844868464e+14,1.23864451523474e+14,1.25398074030676e+14,1.2762800617902e+14,1.28645738481905e+14,1.30086004178236e+14,1.32827390775982e+14,1.34713734385567e+14,9,13.0694,1,1,4,9,18,39,58,2020-03-29,10:33:42
10090000,9615,360,25,1.32665745288507e+14,1.3322413692871903e+14,1.29887791328576e+14,1.30477156005845e+14,1.3161503832642e+14,1.32665745288507e+14,1.34909543271884e+14,1.36834282150497e+14,1.37535543984966e+14,9,13.0914,1,1,4,9,18,38,61,2020-03-30,22:55:36
10100000,9616,364,20,1.268901886915025e+14,1.271120565414325e+14,1.2231312023279e+14,1.23071591119808e+14,1.25002945385616e+14,1.26890173565011e+14,1.29250176079134e+14,1.31420629297078e+14,1.33300006610509e+14,9,13.2201,1,1,4,9,18,39,62,2020-04-01,11:38:57
10110000,9626,357,17,1.27811029302067e+14,1.27706102739124e+14,1.21740529747809e+14,1.227703502092e+14,1.26399863849772e+14,1.27810731641666e+14,1.29484276228315e+14,1.30991064073989e+14,1.3176794881832e+14,9,13.0498,1,1,4,9,18,38,59,2020-04-02,23:53:55
10120000,9618,365,17,1.23418938951366e+14,1.2351313308535022e+14,1.19809447417898e+14,1.20403757954575e+14,1.21828612533932e+14,1.23418938951366e+14,1.25000604211638e+14,1.27083428266651e+14,1.28321837986026e+14,9,13.1851,1,1,4,9,18,39,59,2020-04-04,12:31:26
10130000,9633,356,11,1.227491076020975e+14,1.2290828467700775e+14,1.19800768647698e+14,1.20602678458139e+14,1.21700745280375e+14,1.22749092969262e+14,1.23821784565957e+14,1.26276281143453e+14,1.27901184812696e+14,9,13.0512,1,1,4,9,18,38,60,2020-04-06,00:46:38
10140000,9652,325,23,1.18324632919155e+14,1.187082416021815e+14,1.15175357184067e+14,1.16317212841686e+14,1.17412094181655e+14,1.18324576483782e+14,1.19987303787176e+14,1.22382287583248e+14,1.23133372727e+14,9,13.1351,1,1,4,9,18,38,62,2020-04-07,13:15:49
10150000,9628,355,17,1.18863675319388e+14,1.1927190646647997e+14,1.16276599875463e+14,1.16956475854673e+14,1.18028626747306e+14,1.18863675319388e+14,1.20131177263314e+14,1.22824445759849e+14,1.23445183889956e+14,9,13.0896,1,1,4,9,18,39,59,2020-04-09,01:37:25
10160000,9611,374,15,1.195569625205625e+14,1.1977116203527708e+14,1.13889199287585e+14,1.14811018792365e+14,1.17980316476787e+14,1.19556705686317e+14,1.21270703467604e+14,1.25270688390444e+14,1.26585578213408e+14,9,13.0461,1,1,4,9,18,38,60,2020-04-10,13:51:46
10170000,9644,345,11,1.19600906114437e+14,1.1973489239817512e+14,1.11663167495383e+14,1.13026680747228e+14,1.17321603467357e+14,1.19600906114437e+14,1.22966370303785e+14,1.25353212648901e+14,1.26025256419055e+14,9,13.121,1,1,4,9,18,39,61,2020-04-12,02:18:36
10180000,9622,364,14,1.189248774969855e+14,1.1873276502534044e+14,1.14817866120422e+14,1.15698669654981e+14,1.17843544119613e+14,1.18924619183497e+14,1.19712937776783e+14,1.21499630499596e+14,1.22166581559599e+14,9,13.0951,1,1,4,9,18,39,60,2020-04-13,14:41:07
10190000,9645,339,16,1.19230648916059e+14,1.1937135619553938e+14,1.15502876757287e+14,1.16271654504242e+14,1.1827262230558e+14,1.19230648916059e+14,1.20235092708327e+14,1.23833949970476e+14,1.25220356297013e+14,9,13.0692,1,1,4,9,18,38,59,2020-04-15,02:59:19
10200000,9638,344,18,1.17067059378538e+14,1.1693114292501016e+14,1.13399700970735e+14,1.14167061110551e+14,1.15741176887625e+14,1.17067059378538e+14,1.17990420914998e+14,1.19656547133428e+14,1.21002825677984e+14,9,13.1645,1,1,4,9,18,37,59,2020-04-16,15:33:24
10210000,9632,355,13,1.14349200130001e+14,1.1458775949284461e+14,1.09713437223973e+14,1.10687405538466e+14,1.12742403044826e+14,1.14349200130001e+14,1.15707397654302e+14,1.20601628903e+14,1.21849469783801e+14,9,13.1269,1,1,4,9,18,39,60,2020-04-18,04:01:13
10220000,9626,356,18,1.129440901708005e+14,1.1374646756044027e+14,1.07906458701274e+14,1.08697629056249e+14,1.11048202468035e+14,1.12943968968607e+14,1.16667426746537e+14,1.1957514201779e+14,1.21860780405191e+14,9,13.1142,1,1,4,9,18,39,60,2020-04-19,16:26:55
10230000,9605,383,12,1.103170222698985e+14,1.1067528484348747e+14,1.07862249730766e+14,1.08340027424134e+14,1.09332536215708e+14,1.10317009119083e+14,1.11570847103332e+14,1.14756703717355e+14,1.16104710168152e+14,9,13.2242,1,1,4,9,18,39,59,2020-04-21,05:10:57
10240000,9610,376,14,1.095238080708345e+14,1.097444877673827e+14,1.05397532384152e+14,1.06200289694724e+14,1.08092350225033e+14,1.0952151946455e+14,1.11587407205978e+14,1.13478112497871e+14,1.14068318158371e+14,9,13.1641,1,1,4,9,18,39,60,2020-04-22,17:44:58
10250000,9625,361,14,1.12407391080771e+14,1.1312853215409406e+14,1.07336814146587e+14,1.08970975543814e+14,1.1087446530241e+14,1.12407391080771e+14,1.15413649435346e+14,1.18370277811979e+14,1.19585072484685e+14,9,13.0518,1,1,4,9,18,38,60,2020-04-24,06:00:16
10260000,9609,378,13,1.08272940396722e+14,1.0821341063601314e+14,1.04655273901139e+14,1.05202526677182e+14,1.0716419389395e+14,1.0827292748958e+14,1.09319546762663e+14,1.104996442169e+14,1.11562971061348e+14,9,13.0152,1,1,4,9,18,38,57,2020-04-25,18:09:28
10270000,9604,371,25,1.08767316559462e+14,1.0906434736728889e+14,1.04072242557566e+14,1.04634413644314e+14,1.06878915181378e+14,1.08767303593386e+14,1.11580653043904e+14,1.13258293700593e+14,1.13818223055618e+14,9,13.1484,1,1,4,9,18,39,57,2020-04-27,06:40:52
10280000,9629,354,17,1.103919255507335e+14,1.1076215830196878e+14,1.06661051934162e+14,1.07037305305316e+14,1.08463699268901e+14,1.10391886058639e+14,1.12915954705458e+14,1.15228371694166e+14,1.1745157848631e+14,9,12.9808,1,1,4,9,18,38,59,2020-04-28,18:44:20
10290000,9602,382,16,1.105498205525815e+14,1.1021857866058561e+14,1.01584576263736e+14,1.04246630290083e+14,1.08171358927979e+14,1.10547805691695e+14,1.12559098717693e+14,1.14594505469729e+14,1.15609546327105e+14,9,13.2374,1,1,4,9,18,39,61,2020-04-30,07:30:34
10300000,9590,388,22,1.102221321098165e+14,1.091344229705146e+14,1.01625579275445e+14,1.026172962949e+14,1.0645495325771e+14,1.10222118970313e+14,1.12097836776086e+14,1.14816522872379e+14,1.16351857262443e+14,9,13.0471,1,1,4,9,18,39,59,2020-05-01,19:45:05
10310000,9572,412,16,1.135374378092785e+14,1.148015093282575e+14,1.05493477165389e+14,1.0654759919678e+14,1.09819506699726e+14,1.1353742427456e+14,1.18446265476043e+14,1.28180335755347e+14,1.29174447784336e+14,9,13.0795,1,1,4,9,18,38,60,2020-05-03,08:05:00
10320000,9609,371,20,1.19866093453181e+14,1.1975402016450048e+14,1.11876618998186e+14,1.13078044965695e+14,1.18003877344059e+14,1.19866093453181e+14,1.21858455237581e+14,1.25199287345733e+14,1.26006473595199e+14,9,13.0134,1,1,4,9,18,38,60,2020-05-04,20:13:54
10330000,9615,379,6,1.26352326548686e+14,1.2622656966669714e+14,1.21586236305942e+14,1.22263829553809e+14,1.25231425581358e+14,1.26352311486313e+14,1.27613549462586e+14,1.29296299445162e+14,1.29936399110597e+14,9,13.0263,1,1,4,9,18,38,58,2020-05-06,08:24:57
10340000,9721,275,4,1.184279498149185e+14,1.1827730971424248e+14,1.1204242392817e+14,1.12888080560649e+14,1.16205678912915e+14,1.18427935697205e+14,1.21096129476845e+14,1.22562293971689e+14,1.23209507839562e+14,9,13.0902,1,1,4,9,18,40,61,2020-05-07,20:46:39
10350000,9736,258,6,1.19152803206333e+14,1.1864809471593456e+14,1.13662439383857e+14,1.14171080929183e+14,1.17308082749536e+14,1.19152760580083e+14,1.20411267572074e+14,1.2197974863281e+14,1.22508096826191e+14,9,12.9076,1,1,4,9,18,39,58,2020-05-09,08:37:55
10360000,9744,250,6,1.151641798771415e+14,1.1499357727873848e+14,1.08589159722132e+14,1.09595500158951e+14,1.122769030895e+14,1.15163918898743e+14,1.17802594342879e+14,1.19767908415176e+14,1.21408696977765e+14,9,13.0341,1,1,4,9,18,38,59,2020-05-10,20:50:16
10370000,9720,271,9,1.11915225060011e+14,1.125523206216971e+14,1.07489501080457e+14,1.08336274481275e+14,1.10360560671033e+14,1.1191468395211e+14,1.14775573022037e+14,1.17272675690757e+14,1.18133308752841e+14,9,13.0375,1,1,4,9,18,38,60,2020-05-12,09:03:11
10380000,9742,249,9,1.10182928088131e+14,1.1065687319245178e+14,1.05485965449236e+14,1.06843238233097e+14,1.08887925145974e+14,1.10182914953301e+14,1.13015344676083e+14,1.14585906774181e+14,1.15372690450571e+14,9,12.9765,1,1,4,9,18,38,59,2020-05-13,21:05:56
10390000,9733,261,6,1.08567881368639e+14,1.0854663797417002e+14,1.05312908310805e+14,1.0629002733353e+14,1.0753203493378e+14,1.08567881368639e+14,1.09365023252992e+14,1.1120402492861e+14,1.12235697687301e+14,9,12.988,1,1,4,9,18,38,60,2020-05-15,09:10:36
10400000,9707,289,4,1.10984205788693e+14,1.1051825697195688e+14,1.06228003906339e+14,1.06797282954742e+14,1.09545037591696e+14,1.10984205788693e+14,1.1170188909466e+14,1.12877282471693e+14,1.13514379591139e+14,9,12.9019,1,1,4,9,18,38,59,2020-05-16,21:00:55
10410000,9720,273,7,1.132047618137485e+14,1.142402748556886e+14,1.07868958076623e+14,1.08698334631961e+14,1.11636686221432e+14,1.13204748318688e+14,1.17174899271888e+14,1.20260581515829e+14,1.20944559406968e+14,9,12.9928,1,1,4,9,18,39,59,2020-05-18,09:06:23
10420000,9725,265,10,1.06540655368621e+14,1.0633876462785488e+14,1.00045116717523e+14,1.01846090598426e+14,1.03772513616771e+14,1.06540452096327e+14,1.08205369578175e+14,1.11614084692888e+14,1.12438397197303e+14,9,12.9556,1,1,4,9,18,38,60,2020-05-19,21:05:39
10430000,9732,263,5,1.104952082401945e+14,1.1097598601311286e+14,1.07212777589509e+14,1.07942063316781e+14,1.09385023743062e+14,1.10495198033171e+14,1.12240415275539e+14,1.1559248360988e+14,1.16797499708563e+14,9,12.9682,1,1,4,9,18,39,58,2020-05-21,09:07:01
10440000,9732,262,6,1.063286993329765e+14,1.060100768421754e+14,1.02150541787947e+14,1.03236805221591e+14,1.04564939844887e+14,1.06328610555817e+14,1.07205511093277e+14,1.08374692036327e+14,1.09895656811131e+14,9,13.0575,1,1,4,9,18,38,57,2020-05-22,21:23:16
10450000,9742,252,6,1.07923275877784e+14,1.0906429089753564e+14,1.04372108492231e+14,1.04819590340493e+14,1.06471198217912e+14,1.07923275877784e+14,1.10635421506098e+14,1.17201027834584e+14,1.18576439026103e+14,9,12.8586,1,1,4,9,17,38,59,2020-05-24,09:06:22
10460000,9714,281,5,1.11042922783959e+14,1.1112640775098764e+14,1.07553409178751e+14,1.08554321760218e+14,1.10214440224097e+14,1.11042922783959e+14,1.12065848981146e+14,1.13728535894974e+14,1.1448218575863e+14,9,12.929,1,1,4,9,18,38,59,2020-05-25,21:01:12
10470000,9727,264,9,1.10174278499103e+14,1.1013475200051339e+14,1.06538880362185e+14,1.06959740862637e+14,1.09148467525306e+14,1.10174265365304e+14,1.11140538392613e+14,1.13024888699077e+14,1.14473731133361e+14,9,12.9437,1,1,4,9,18,39,61,2020-05-27,08:58:29
10480000,9714,272,14,1.08664418973402e+14,1.0853383220912186e+14,1.05194949776412e+14,1.05919893633898e+14,1.07179175053795e+14,1.08664406019592e+14,1.09685966582682e+14,1.11166717359432e+14,1.1192662364817e+14,9,12.9442,1,1,4,9,18,39,61,2020-05-28,20:55:51
10490000,9712,277,11,1.099812855915715e+14,1.0988624905442464e+14,1.05550621019283e+14,1.0607010017691e+14,1.08710809547907e+14,1.09981272480779e+14,1.11264126350186e+14,1.13112367788336e+14,1.1380497117281e+14,9,12.9719,1,1,4,9,18,38,59,2020-05-30,08:57:50
10500000,9721,269,10,1.093752244648985e+14,1.0968685371326562e+14,1.06692778930043e+14,1.07364163069183e+14,1.08412336559504e+14,1.09375172297978e+14,1.10547899515694e+14,1.13664632881362e+14,1.16174663336597e+14,9,12.8553,1,1,4,9,18,38,60,2020-05-31,20:40:23
10510000,9692,298,10,9.36969552032505e+13,9.513790794022283e+13,8.5128056357393e+13,8.7783949248395e+13,9.1525557784438e+13,9.3696944033702e+13,9.5994978343731e+13,1.112706050222e+14,1.14873439950573e+14,9,13.3457,1,1,4,9,18,40,65,2020-06-02,09:44:40
10520000,9684,310,6,1.01789782450085e+14,1.0104528469745238e+14,9.3313057585026e+13,9.4001938439789e+13,1.00073683115652e+14,1.01788395127484e+14,1.02714406024188e+14,1.04892860641529e+14,1.05505897949743e+14,9,12.7826,1,1,4,9,18,37,59,2020-06-03,21:15:06
10530000,9750,247,3,1.03630765316936e+14,1.0346606681644489e+14,9.9390386349233e+13,9.9824655406187e+13,1.0127606339018e+14,1.03630765316936e+14,1.05209658736963e+14,1.07298111746606e+14,1.08234675558461e+14,9,13.0703,1,1,4,9,18,38,62,2020-06-05,09:33:29
10540000,9738,257,5,1.0005171988415e+14,1.0002575252468936e+14,9.701773824637e+13,9.7890077295251e+13,9.9137014158364e+13,1.00051715823055e+14,1.00999939079048e+14,1.01955434256601e+14,1.02583677959571e+14,9,12.9596,1,1,4,9,18,38,59,2020-06-06,21:33:25
10550000,9730,265,5,9.7986991220648e+13,9.837667871874581e+13,9.5177788525239e+13,9.559444995844e+13,9.682388543445e+13,9.7986991220648e+13,9.937627248424e+13,1.0290056121032e+14,1.04415176371169e+14,9,13.024,1,1,4,9,18,39,60,2020-06-08,09:44:05
10560000,9725,266,9,9.6325479788448e+13,9.666518897331903e+13,9.4550898137188e+13,9.4942158709141e+13,9.5672677606944e+13,9.6325479788448e+13,9.7768317684853e+13,9.8986392470242e+13,9.9450212613859e+13,9,12.9357,1,1,4,9,18,38,59,2020-06-09,21:40:02
10570000,9755,241,4,9.1171334029968e+13,9.135357982845788e+13,8.7366790739885e+13,8.788239008602e+13,8.973417093398e+13,9.1171334029968e+13,9.2382827550029e+13,9.586757632733e+13,9.6774150884925e+13,9,13.0338,1,1,4,9,18,39,59,2020-06-11,09:52:20
10580000,9755,242,3,9.26964892950405e+13,9.3088459018868e+13,8.9984510722009e+13,9.0498007712462e+13,9.1470604061975e+13,9.2695936381048e+13,9.4533036995129e+13,9.7309107334921e+13,9.8117225102492e+13,9,12.8802,1,1,4,9,18,38,57,2020-06-12,21:39:02
10590000,9721,271,8,9.30141958418965e+13,9.309174843837334e+13,9.0314849784292e+13,9.085200879898e+13,9.2322135549588e+13,9.3014061037452e+13,9.4014383550868e+13,9.5221713493175e+13,9.6324434470849e+13,9,12.9685,1,1,4,9,18,38,59,2020-06-14,09:40:27
10600000,9724,270,6,9.52452189698465e+13,9.514440788059106e+13,9.1039385822844e+13,9.2255758978441e+13,9.4175100161045e+13,9.524520761573e+13,9.6377972236858e+13,9.7554557663566e+13,9.8363752284812e+13,9,13.0154,1,1,4,9,18,39,58,2020-06-15,21:49:41
10610000,9702,288,10,9.3350698182195e+13,9.435314511891983e+13,9.0063470168772e+13,9.1061663303529e+13,9.2238336050524e+13,9.3350698182195e+13,9.628316544628e+13,1.0071782718584e+14,1.01419310862626e+14,9,12.9217,1,1,4,9,18,38,59,2020-06-17,09:43:18
10620000,9726,270,4,9.43861653397395e+13,9.426283282931264e+13,8.9185920268295e+13,9.0558437077326e+13,9.3284938501183e+13,9.4385072558467e+13,9.5563972119905e+13,9.699052100657e+13,9.8521482586734e+13,9,13.0791,1,1,4,9,18,40,60,2020-06-18,22:03:09
10630000,9748,246,6,9.3095496461713e+13,9.30901339227853e+13,9.0004350486965e+13,9.0879635233371e+13,9.1981482347772e+13,9.3095496461713e+13,9.4288602590649e+13,9.538548059256e+13,9.6222543461573e+13,9,12.9416,1,1,4,9,18,38,59,2020-06-20,10:00:05
10640000,9719,269,12,9.1778105796913e+13,9.170808985623925e+13,8.8810288275621e+13,8.9629992661368e+13,9.0714483443595e+13,9.1778094856109e+13,9.2555319301504e+13,9.3829381273237e+13,9.4531176878397e+13,9,13.0477,1,1,4,9,18,39,60,2020-06-21,22:14:42
10650000,9717,273,10,8.89439445910885e+13,8.897538416615384e+13,8.3968740574592e+13,8.4833864226517e+13,8.7744768045934e+13,8.8943912771889e+13,9.0340871495032e+13,9.2579525577499e+13,9.3272403592765e+13,9,13.0215,1,1,4,9,18,39,60,2020-06-23,10:24:57
10660000,9698,285,17,8.67919329887345e+13,8.595006488015911e+13,7.9866710018253e+13,8.0979133785412e+13,8.4055257544474e+13,8.6791874426343e+13,8.7975933014771e+13,8.9189267248668e+13,8.9752735631977e+13,9,13.0596,1,1,4,9,18,38,58,2020-06-24,22:41:33
10670000,9675,315,10,8.2847680315286e+13,8.194978921912527e+13,7.6882230954306e+13,7.7321448346014e+13,8.0277030048157e+13,8.2847680315286e+13,8.3681418654113e+13,8.4706619912231e+13,8.5333267304769e+13,9,13.1145,1,1,4,9,18,39,60,2020-06-26,11:07:18
10680000,9701,290,9,8.35238136749045e+13,8.291521410814977e+13,7.6916721016403e+13,7.784083175877e+13,8.1078893829757e+13,8.3523803718089e+13,8.529792770456e+13,8.6349089871118e+13,8.7119232739939e+13,9,13.0976,1,1,4,9,18,39,60,2020-06-27,23:30:14
10690000,9682,310,8,7.9914012000605e+13,7.952618954098294e+13,7.5957368116117e+13,7.6400073320587e+13,7.8043578014672e+13,7.9913983411814e+13,8.0853939858649e+13,8.1935900156232e+13,8.2344156853848e+13,9,12.9021,1,1,4,9,18,37,58,2020-06-29,11:20:35
10700000,9723,268,9,8.02301221961655e+13,8.00635846841618e+13,7.7089653587118e+13,7.7505553786423e+13,7.8614069992859e+13,8.0229950375839e+13,8.1327552954221e+13,8.2707755105412e+13,8.3119054952792e+13,9,13.0174,1,1,4,9,18,38,60,2020-06-30,23:30:09
10710000,9709,285,6,7.80544938119085e+13,7.788014567395817e+13,7.420292080932e+13,7.4600381285286e+13,7.6684949760391e+13,7.8054475202265e+13,7.9305824434263e+13,8.0612982237927e+13,8.1381901982831e+13,9,12.9618,1,1,4,9,18,38,61,2020-07-02,11:30:27
10720000,9661,325,14,7.8334413073649e+13,7.823355728672747e+13,7.5220675351742e+13,7.5580592402851e+13,7.6654187151385e+13,7.8334403735458e+13,7.9126749255881e+13,8.2421177111236e+13,8.3384109439739e+13,9,12.9598,1,1,4,9,18,37,59,2020-07-03,23:30:25
10730000,9681,310,9,8.2991769659309e+13,8.285012186023069e+13,7.9258872027349e+13,8.0353708182985e+13,8.2317222130119e+13,8.2991745942728e+13,8.3616698474077e+13,8.4438338328143e+13,8.5005394933947e+13,9,13.0332,1,1,4,9,18,38,57,2020-07-05,11:42:37
10740000,9678,313,9,8.166199239117e+13,8.144324846462869e+13,7.7297041550236e+13,7.8433145585529e+13,8.0265074275866e+13,8.1661930143227e+13,8.2621381024309e+13,8.4093661852929e+13,8.4636438756991e+13,9,13.0415,1,1,4,9,18,38,58,2020-07-06,23:56:12
10750000,9689,296,15,8.18764828401085e+13,8.18641968146944e+13,7.6217338614147e+13,7.67020843244e+13,7.9772660085196e+13,8.1876453549254e+13,8.4137150976999e+13,8.625873970664e+13,8.7030972696053e+13,9,13.0449,1,1,4,9,18,38,59,2020-07-08,12:10:21
10760000,9668,325,7,8.5442491605489e+13,8.510877941666283e+13,7.9014777835247e+13,7.9951444758825e+13,8.2622314633644e+13,8.544240396233e+13,8.7393831642625e+13,8.9428930475004e+13,8.9968787267867e+13,9,12.8415,1,1,4,9,18,37,58,2020-07-09,23:50:36
10770000,9732,252,16,8.678622726754e+13,8.722268668270356e+13,8.4618986980901e+13,8.5194449391269e+13,8.6123860656162e+13,8.678622726754e+13,8.7714197774293e+13,9.1776782010448e+13,9.2592447098961e+13,9,13.0969,1,1,4,9,18,38,58,2020-07-11,12:13:25
10780000,9674,312,14,8.88698228183705e+13,8.911873017497197e+13,8.5857822736511e+13,8.6360930020572e+13,8.769987482716e+13,8.8869812224261e+13,9.0458955238805e+13,9.2774509575348e+13,9.3175024109031e+13,9,12.9407,1,1,4,9,18,39,57,2020-07-13,00:10:12
10790000,9720,269,11,8.5434562458103e+13,8.5476113782972e+13,8.2265290187494e+13,8.2710711935984e+13,8.4559585906398e+13,8.5434552273508e+13,8.6273853225194e+13,8.8149152112378e+13,9.1046354337272e+13,9,13.0336,1,1,4,9,18,39,60,2020-07-14,12:22:28
10800000,9716,276,8,8.53466084874775e+13,8.505994257494319e+13,8.1054025510317e+13,8.1779835716322e+13,8.3656873734129e+13,8.5346557606986e+13,8.6593589650785e+13,8.7812496234101e+13,8.837149358127e+13,9,13.0146,1,1,4,9,18,38,57,2020-07-16,00:31:34
10810000,9708,279,13,8.18318616306445e+13,8.215297386945852e+13,7.7160039580964e+13,7.7754284906317e+13,7.9662110085261e+13,8.1831109799241e+13,8.3918992605176e+13,8.7454896915231e+13,8.7808623494757e+13,9,13.1853,1,1,4,9,18,38,58,2020-07-17,13:09:07
10820000,9751,242,7,8.0491720011398e+13,8.03353870468169e+13,7.7530628873393e+13,7.787430994152e+13,7.9522365572111e+13,8.0491720011398e+13,8.1297430141738e+13,8.2175259785012e+13,8.2496451875332e+13,9,12.8891,1,1,4,9,18,37,57,2020-07-19,00:57:18
10830000,9738,253,9,8.0499368531471e+13,8.044148250097208e+13,7.8225617502339e+13,7.8715040444122e+13,7.9644428722382e+13,8.049926287861e+13,8.12264276689e+13,8.1991297970527e+13,8.2270055650628e+13,9,13.0675,1,1,4,9,18,39,59,2020-07-20,13:15:13
10840000,9734,251,15,7.8625182585411e+13,7.849936634904866e+13,7.5412364146096e+13,7.6032005681618e+13,7.8057073202555e+13,7.8624935551229e+13,7.9096892019973e+13,7.9869482839192e+13,8.0262167028547e+13,9,13.0262,1,1,4,9,18,38,57,2020-07-22,01:26:15
